CIF,Client Type,Name,Country,Transit,Address1,Address2,Address3,Address4,Email Address,Box Link,Telephone Contact,Risk Rating,Case Status,Current Case Status,Business Documents Outstanding,Entity Self-Certification Form Outstanding,UBOID Outstanding,UBO-Proof of Address Outstanding,UBO in order,ROS officer,File Review Date,1st Notice Date,1st Notice Type,2nd Notice Date,2nd Notice Type,3rd Notice Date,3rd Notice Type,Notification Expiry date,Refresh date (Last KYC),Next KYC Refresh date,Restraint date,Exception date,Exception expiry date,Updates to ICN,Updates on Core,Portfolio
806257536,Business,Nicole Powell,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,nicole.powell@example.com,https://box.com/v/client-docs-2017,+1-900-782-4466x66948,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,NO,Timothy Weiss,2022-02-27,2022-02-07,PHONE CALL,2022-02-17,LETTER,2022-02-27,PHONE CALL,2022-03-14,2022-01-28,2025-01-27,,,,NO,YES,Private Wealth
839908124,Personal,Krystal Parker,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,krystal.parker@example.com,https://box.com/v/client-docs-2018,682.508.5592x56297,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,NO,YES,Jamie Cunningham,2023-09-07,2023-08-18,PHONE CALL,2023-08-28,PHONE CALL,2023-09-07,EMAIL,2023-09-22,2023-08-08,2026-08-07,,2023-10-17,2023-11-06,YES,NO,Business Clients
814091852,Business,Christine Gentry,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,christine.gentry@example.com,https://box.com/v/client-docs-2019,(572)734-6892,MEDIUM,Out Of Order,Out Of Order,NO,YES,YES,YES,YES,Anthony Fleming,2021-03-30,2021-03-10,EMAIL,2021-03-20,PHONE CALL,2021-03-30,PHONE CALL,2021-04-14,2021-02-28,2024-02-28,,2021-05-09,2021-05-29,YES,YES,Premier Clients - Retail
800777142,Business,Corey Powers,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,corey.powers@example.com,https://box.com/v/client-docs-2020,446.661.0514,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,YES,Natasha Miller,2021-03-28,2021-03-08,PHONE CALL,2021-03-18,EMAIL,2021-03-28,EMAIL,2021-04-12,2021-02-26,2024-02-26,,,,YES,NO,Business Clients
850215067,Business,James Palmer,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,james.palmer@example.com,https://box.com/v/client-docs-2021,(886)887-9244,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,NO,NO,YES,Victoria Preston,2023-07-16,2023-06-26,EMAIL,2023-07-06,PHONE CALL,2023-07-16,EMAIL,2023-07-31,2023-06-16,2026-06-15,2023-08-15,,,NO,NO,Business Clients
857110886,Business,Melanie Hogan,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,melanie.hogan@example.com,https://box.com/v/client-docs-2022,+1-951-869-5613x4408,STANDARD,Out Of Order,Out Of Order,YES,NO,NO,YES,NO,Crystal Rios,2021-07-24,2021-07-04,LETTER,2021-07-14,EMAIL,2021-07-24,LETTER,2021-08-08,2021-06-24,2024-06-23,,2021-09-02,2021-09-22,NO,YES,Private Wealth
812279073,Personal,Kimberly Stephens,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,kimberly.stephens@example.com,https://box.com/v/client-docs-2023,693-476-9123,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,YES,NO,Johnny Montes II,2022-10-29,2022-10-09,LETTER,2022-10-19,EMAIL,2022-10-29,LETTER,2022-11-13,2022-09-29,2025-09-28,,,,YES,NO,Private Wealth
854080688,Business,Kristen Smith,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,kristen.smith@example.com,https://box.com/v/client-docs-2024,001-220-163-1852x00239,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,YES,Christian Jones,2022-12-20,2022-11-30,PHONE CALL,2022-12-10,PHONE CALL,2022-12-20,PHONE CALL,2023-01-04,2022-11-20,2025-11-19,,,,YES,NO,Premier Clients - Retail
832374906,Business,Robert Foster,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,robert.foster@example.com,https://box.com/v/client-docs-2025,001-314-098-2127x02318,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,YES,YES,Jessica Lopez,2023-11-05,2023-10-16,PHONE CALL,2023-10-26,PHONE CALL,2023-11-05,PHONE CALL,2023-11-20,2023-10-06,2026-10-05,,,,YES,YES,Business Clients
826184177,Business,Catherine Bailey,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,catherine.bailey@example.com,https://box.com/v/client-docs-2026,3177569000,STANDARD,Due for Restrain,Due for Restrain,YES,NO,NO,NO,YES,Mary Fowler,2024-01-25,2024-01-05,PHONE CALL,2024-01-15,PHONE CALL,2024-01-25,LETTER,2024-02-09,2023-12-26,2026-12-25,2024-02-24,,,YES,NO,Private Wealth
809376020,Personal,Angela Ford,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,angela.ford@example.com,https://box.com/v/client-docs-2027,324-483-4387x15154,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,NO,Elizabeth Montgomery,2021-03-14,2021-02-22,PHONE CALL,2021-03-04,PHONE CALL,2021-03-14,LETTER,2021-03-29,2021-02-12,2024-02-12,,,,YES,NO,Premier Clients - Retail
809484863,Business,William Brown,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,william.brown@example.com,https://box.com/v/client-docs-2028,001-870-272-8204x009,STANDARD,Due for Restrain,Due for Restrain,YES,NO,YES,NO,YES,William Ball,2021-06-03,2021-05-14,PHONE CALL,2021-05-24,LETTER,2021-06-03,EMAIL,2021-06-18,2021-05-04,2024-05-03,2021-07-03,,,NO,NO,Premier Clients - Retail
808837986,Business,Sean Fitzpatrick,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,sean.fitzpatrick@example.com,https://box.com/v/client-docs-2029,491.232.1600,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,YES,NO,NO,Kyle Mckinney,2021-05-27,2021-05-07,EMAIL,2021-05-17,PHONE CALL,2021-05-27,LETTER,2021-06-11,2021-04-27,2024-04-26,2021-06-26,,,NO,YES,Private Wealth
839696930,Business,Michael Payne,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,michael.payne@example.com,https://box.com/v/client-docs-2030,(527)625-2021,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,NO,NO,Brett Mcdonald,2021-08-04,2021-07-15,PHONE CALL,2021-07-25,LETTER,2021-08-04,LETTER,2021-08-19,2021-07-05,2024-07-04,,,,YES,YES,Business Clients
845704761,Personal,Dylan Rice,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,dylan.rice@example.com,https://box.com/v/client-docs-2031,001-326-701-1678x1167,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,YES,NO,Natalie Jenkins,2023-11-06,2023-10-17,EMAIL,2023-10-27,EMAIL,2023-11-06,EMAIL,2023-11-21,2023-10-07,2026-10-06,,2023-12-16,2024-01-05,YES,NO,Private Wealth
830982131,Business,Kyle White,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,kyle.white@example.com,https://box.com/v/client-docs-2032,538-642-6730,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,NO,Andrew Berry,2023-04-04,2023-03-15,PHONE CALL,2023-03-25,LETTER,2023-04-04,PHONE CALL,2023-04-19,2023-03-05,2026-03-04,,,,YES,YES,Premier Clients - Retail
808238931,Personal,Michael Velazquez,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,michael.velazquez@example.com,https://box.com/v/client-docs-2033,304-053-1984x10507,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,YES,Francisco Rose,2023-11-30,2023-11-10,PHONE CALL,2023-11-20,LETTER,2023-11-30,PHONE CALL,2023-12-15,2023-10-31,2026-10-30,,,,NO,NO,Premier Clients - Retail
832314206,Business,Carla Carter,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,carla.carter@example.com,https://box.com/v/client-docs-2034,703.784.6797x0083,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,YES,Marie Long DDS,2023-06-10,2023-05-21,EMAIL,2023-05-31,LETTER,2023-06-10,PHONE CALL,2023-06-25,2023-05-11,2026-05-10,,,,YES,YES,Private Wealth
851656150,Personal,Gina Hicks,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,gina.hicks@example.com,https://box.com/v/client-docs-2035,501-727-2797x32829,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,YES,YES,Ryan Payne,2022-04-18,2022-03-29,PHONE CALL,2022-04-08,EMAIL,2022-04-18,PHONE CALL,2022-05-03,2022-03-19,2025-03-18,,,,NO,YES,Premier Clients - Retail
858868465,Business,Adam Rodriguez,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,adam.rodriguez@example.com,https://box.com/v/client-docs-2036,001-213-406-3680x19905,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,NO,Eric Morales,2022-06-29,2022-06-09,PHONE CALL,2022-06-19,EMAIL,2022-06-29,EMAIL,2022-07-14,2022-05-30,2025-05-29,,,,YES,NO,Premier Clients - Retail
814896917,Personal,Michael Little,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,michael.little@example.com,https://box.com/v/client-docs-2037,711-706-4857x968,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,NO,Tiffany Mccoy,2021-06-14,2021-05-25,PHONE CALL,2021-06-04,EMAIL,2021-06-14,EMAIL,2021-06-29,2021-05-15,2024-05-14,,,,YES,NO,Premier Clients - Retail
803467603,Personal,Steven Floyd,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,steven.floyd@example.com,https://box.com/v/client-docs-2038,079-044-8138x819,STANDARD,Out Of Order,Out Of Order,NO,YES,YES,NO,YES,Caleb Shea,2022-10-30,2022-10-10,EMAIL,2022-10-20,LETTER,2022-10-30,EMAIL,2022-11-14,2022-09-30,2025-09-29,,2022-12-09,2022-12-29,NO,YES,Premier Clients - Retail
850544678,Personal,Denise Stout,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,denise.stout@example.com,https://box.com/v/client-docs-2039,001-676-776-1952x496,STANDARD,Due for Restrain,Due for Restrain,NO,YES,YES,NO,NO,Anne Williams,2021-07-24,2021-07-04,EMAIL,2021-07-14,EMAIL,2021-07-24,EMAIL,2021-08-08,2021-06-24,2024-06-23,2021-08-23,,,YES,YES,Business Clients
824211432,Business,Brandon Henderson,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,brandon.henderson@example.com,https://box.com/v/client-docs-2040,177-022-3804x53478,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,YES,YES,Jessica Sandoval,2021-09-23,2021-09-03,PHONE CALL,2021-09-13,EMAIL,2021-09-23,LETTER,2021-10-08,2021-08-24,2024-08-23,,,,NO,YES,Business Clients
808171447,Personal,Colton Hernandez,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,colton.hernandez@example.com,https://box.com/v/client-docs-2041,+1-592-848-9873x587,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,NO,NO,Jimmy Jackson,2022-01-12,2021-12-23,LETTER,2022-01-02,LETTER,2022-01-12,PHONE CALL,2022-01-27,2021-12-13,2024-12-12,,2022-02-21,2022-03-13,NO,NO,Private Wealth
820378331,Business,Tiffany Lewis,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,tiffany.lewis@example.com,https://box.com/v/client-docs-2042,001-570-240-9398x6639,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,NO,Elizabeth Cruz,2022-12-25,2022-12-05,PHONE CALL,2022-12-15,LETTER,2022-12-25,PHONE CALL,2023-01-09,2022-11-25,2025-11-24,,,,NO,YES,Business Clients
836250647,Personal,Deborah Byrd,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,deborah.byrd@example.com,https://box.com/v/client-docs-2043,983.565.2391,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,YES,NO,Kristen Stanley,2022-12-26,2022-12-06,LETTER,2022-12-16,PHONE CALL,2022-12-26,EMAIL,2023-01-10,2022-11-26,2025-11-25,,,,NO,NO,Premier Clients - Retail
844452849,Personal,Richard Moore,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,richard.moore@example.com,https://box.com/v/client-docs-2044,533.406.2016,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,NO,NO,David Chan,2023-04-01,2023-03-12,PHONE CALL,2023-03-22,PHONE CALL,2023-04-01,EMAIL,2023-04-16,2023-03-02,2026-03-01,,2023-05-11,2023-05-31,NO,NO,Private Wealth
841647374,Personal,Michael Anderson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,michael.anderson@example.com,https://box.com/v/client-docs-2045,(634)526-3628x862,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,NO,YES,Chloe Stevens,2023-08-03,2023-07-14,PHONE CALL,2023-07-24,PHONE CALL,2023-08-03,EMAIL,2023-08-18,2023-07-04,2026-07-03,,2023-09-12,2023-10-02,NO,YES,Private Wealth
830501924,Business,Derek Cox,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,derek.cox@example.com,https://box.com/v/client-docs-2046,001-143-442-1117x549,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,NO,YES,YES,William Cook,2022-11-11,2022-10-22,PHONE CALL,2022-11-01,LETTER,2022-11-11,PHONE CALL,2022-11-26,2022-10-12,2025-10-11,2022-12-11,,,NO,YES,Business Clients
829554468,Personal,Carol Hess,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,carol.hess@example.com,https://box.com/v/client-docs-2047,+1-884-246-3815x1291,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,NO,NO,Theodore Nelson,2021-03-01,2021-02-09,EMAIL,2021-02-19,LETTER,2021-03-01,PHONE CALL,2021-03-16,2021-01-30,2024-01-30,,2021-04-10,2021-04-30,NO,NO,Private Wealth
855947276,Personal,Leroy Barrera DDS,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,leroy.barrera.dds@example.com,https://box.com/v/client-docs-2048,299-872-4735x3998,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,YES,Jade Brewer,2021-11-12,2021-10-23,EMAIL,2021-11-02,PHONE CALL,2021-11-12,PHONE CALL,2021-11-27,2021-10-13,2024-10-12,,,,NO,YES,Premier Clients - Retail
837082119,Business,Heather Dickerson,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,heather.dickerson@example.com,https://box.com/v/client-docs-2049,7514518347,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,YES,YES,Cassandra Mcdaniel,2021-02-09,2021-01-20,LETTER,2021-01-30,PHONE CALL,2021-02-09,EMAIL,2021-02-24,2021-01-10,2024-01-10,,,,NO,NO,Business Clients
832957525,Personal,Gerald Owens,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,gerald.owens@example.com,https://box.com/v/client-docs-2050,+1-245-310-8124,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,YES,NO,Elijah Clements,2021-02-01,2021-01-12,EMAIL,2021-01-22,EMAIL,2021-02-01,LETTER,2021-02-16,2021-01-02,2024-01-02,,2021-03-13,2021-04-02,NO,NO,Private Wealth
829103973,Business,Kimberly Becker,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,kimberly.becker@example.com,https://box.com/v/client-docs-2051,(243)014-6066x9610,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,YES,NO,Sean Sims,2023-12-22,2023-12-02,EMAIL,2023-12-12,EMAIL,2023-12-22,PHONE CALL,2024-01-06,2023-11-22,2026-11-21,,2024-01-31,2024-02-20,NO,NO,Premier Clients - Retail
802106335,Personal,Jeremy Collins,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,jeremy.collins@example.com,https://box.com/v/client-docs-2052,218-790-6506,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,NO,YES,Raymond Kim,2022-06-21,2022-06-01,PHONE CALL,2022-06-11,LETTER,2022-06-21,PHONE CALL,2022-07-06,2022-05-22,2025-05-21,,,,YES,NO,Premier Clients - Retail
824010707,Business,Adam Rodriguez,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,adam.rodriguez@example.com,https://box.com/v/client-docs-2053,(502)316-0040,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,NO,William Martin,2022-02-16,2022-01-27,LETTER,2022-02-06,PHONE CALL,2022-02-16,PHONE CALL,2022-03-03,2022-01-17,2025-01-16,,,,YES,YES,Business Clients
811431320,Business,Lisa Perry,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,lisa.perry@example.com,https://box.com/v/client-docs-2054,321.208.6149x84250,STANDARD,Out Of Order,Out Of Order,YES,YES,NO,YES,NO,Lisa Hines,2021-06-17,2021-05-28,EMAIL,2021-06-07,PHONE CALL,2021-06-17,EMAIL,2021-07-02,2021-05-18,2024-05-17,,2021-07-27,2021-08-16,NO,YES,Premier Clients - Retail
838670935,Personal,Robin Goodwin,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,robin.goodwin@example.com,https://box.com/v/client-docs-2055,842.001.4144x246,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,NO,YES,John Wilkinson,2022-03-26,2022-03-06,EMAIL,2022-03-16,EMAIL,2022-03-26,LETTER,2022-04-10,2022-02-24,2025-02-23,2022-04-25,,,YES,NO,Private Wealth
830425773,Business,Michael Ferguson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,michael.ferguson@example.com,https://box.com/v/client-docs-2056,(159)528-5994x75763,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,NO,NO,Stephanie Park,2023-01-20,2022-12-31,PHONE CALL,2023-01-10,EMAIL,2023-01-20,PHONE CALL,2023-02-04,2022-12-21,2025-12-20,,,,NO,NO,Private Wealth
846011328,Business,Carolyn Hall,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,carolyn.hall@example.com,https://box.com/v/client-docs-2057,577-979-8367x60741,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,NO,NO,NO,Kevin Jacobs,2021-08-21,2021-08-01,PHONE CALL,2021-08-11,PHONE CALL,2021-08-21,LETTER,2021-09-05,2021-07-22,2024-07-21,,,,NO,NO,Business Clients
837724496,Business,Kimberly Stewart,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,kimberly.stewart@example.com,https://box.com/v/client-docs-2058,001-439-035-6028x58696,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,NO,Adrian Williamson,2023-04-18,2023-03-29,PHONE CALL,2023-04-08,PHONE CALL,2023-04-18,EMAIL,2023-05-03,2023-03-19,2026-03-18,,,,YES,NO,Business Clients
835515337,Personal,Eric Mcdonald,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,eric.mcdonald@example.com,https://box.com/v/client-docs-2059,(075)121-0184x2622,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,NO,NO,NO,NO,Ryan Mitchell,2023-12-30,2023-12-10,EMAIL,2023-12-20,EMAIL,2023-12-30,EMAIL,2024-01-14,2023-11-30,2026-11-29,,,,NO,YES,Private Wealth
839923856,Business,Alexander Glover,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,alexander.glover@example.com,https://box.com/v/client-docs-2060,594-085-9356x535,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,YES,YES,NO,Donald Sanchez,2023-05-29,2023-05-09,PHONE CALL,2023-05-19,EMAIL,2023-05-29,PHONE CALL,2023-06-13,2023-04-29,2026-04-28,2023-06-28,,,NO,NO,Premier Clients - Retail
817243163,Personal,Pamela Landry,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,pamela.landry@example.com,https://box.com/v/client-docs-2061,076-557-3748x52512,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,YES,Gary Meyers,2021-12-29,2021-12-09,EMAIL,2021-12-19,EMAIL,2021-12-29,EMAIL,2022-01-13,2021-11-29,2024-11-28,,,,YES,NO,Private Wealth
833673047,Business,Donna Ellis,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,donna.ellis@example.com,https://box.com/v/client-docs-2062,001-017-522-7929,STANDARD,Out Of Order,Out Of Order,NO,NO,NO,YES,NO,Michael Abbott,2023-01-25,2023-01-05,PHONE CALL,2023-01-15,EMAIL,2023-01-25,LETTER,2023-02-09,2022-12-26,2025-12-25,,2023-03-06,2023-03-26,NO,YES,Business Clients
840843314,Business,Shawn Clark,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,shawn.clark@example.com,https://box.com/v/client-docs-2063,+1-674-999-0203x854,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,NO,YES,Aaron Castro,2022-03-01,2022-02-09,PHONE CALL,2022-02-19,LETTER,2022-03-01,LETTER,2022-03-16,2022-01-30,2025-01-29,,,,YES,NO,Private Wealth
826670185,Business,Grace Klein,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,grace.klein@example.com,https://box.com/v/client-docs-2064,(426)957-5385,STANDARD,Out Of Order,Out Of Order,YES,YES,NO,NO,NO,Willie Lowe,2022-12-04,2022-11-14,EMAIL,2022-11-24,PHONE CALL,2022-12-04,LETTER,2022-12-19,2022-11-04,2025-11-03,,2023-01-13,2023-02-02,YES,NO,Private Wealth
852003565,Business,Karen Thornton,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,karen.thornton@example.com,https://box.com/v/client-docs-2065,294-614-2620x40852,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,NO,NO,Richard Harris,2021-10-09,2021-09-19,LETTER,2021-09-29,EMAIL,2021-10-09,LETTER,2021-10-24,2021-09-09,2024-09-08,,,,YES,NO,Private Wealth
856137234,Personal,Angela Rose,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,angela.rose@example.com,https://box.com/v/client-docs-2066,873.728.2659x3380,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,NO,YES,Michael Austin,2023-07-03,2023-06-13,EMAIL,2023-06-23,EMAIL,2023-07-03,EMAIL,2023-07-18,2023-06-03,2026-06-02,,2023-08-12,2023-09-01,NO,YES,Private Wealth
812607926,Business,Dr. Robert Williams,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,dr..robert.williams@example.com,https://box.com/v/client-docs-2067,330.854.4184,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,NO,YES,Matthew Hancock,2021-10-18,2021-09-28,LETTER,2021-10-08,EMAIL,2021-10-18,LETTER,2021-11-02,2021-09-18,2024-09-17,,,,NO,NO,Private Wealth
827989258,Personal,Christopher Smith,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,christopher.smith@example.com,https://box.com/v/client-docs-2068,+1-313-788-0210x936,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,NO,Dr. Timothy Jimenez,2022-10-17,2022-09-27,PHONE CALL,2022-10-07,EMAIL,2022-10-17,LETTER,2022-11-01,2022-09-17,2025-09-16,,2022-11-26,2022-12-16,YES,YES,Private Wealth
819323922,Personal,John Allen,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,john.allen@example.com,https://box.com/v/client-docs-2069,(576)455-4590x34819,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,NO,YES,YES,Scott Wright,2024-01-04,2023-12-15,PHONE CALL,2023-12-25,EMAIL,2024-01-04,EMAIL,2024-01-19,2023-12-05,2026-12-04,2024-02-03,,,YES,NO,Business Clients
859993208,Personal,Patrick Rodriguez,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,patrick.rodriguez@example.com,https://box.com/v/client-docs-2070,2693955330,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,YES,NO,Monique Taylor,2021-06-14,2021-05-25,EMAIL,2021-06-04,PHONE CALL,2021-06-14,PHONE CALL,2021-06-29,2021-05-15,2024-05-14,,2021-07-24,2021-08-13,NO,YES,Private Wealth
857375978,Business,Chelsea Shah,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,chelsea.shah@example.com,https://box.com/v/client-docs-2071,351-485-5070,MEDIUM,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,YES,NO,David Reynolds,2022-02-12,2022-01-23,EMAIL,2022-02-02,EMAIL,2022-02-12,EMAIL,2022-02-27,2022-01-13,2025-01-12,,,,YES,NO,Business Clients
